audio_file;transcription;translation
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000004_000000.wav;More than a dozen years had passed since Andros had been humiliated by Connecticut, and, despite his anathemas, the colony quietly pursued the even tenor of its way.;
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172528\3663_172528_000010_000005.wav;This maid had stolen from me certain little things of some importance, and in her fear of being detected, she would have been very glad if I had died.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000036_000003.wav;Of course, he had insulted her terribly, but still-!;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000012_000000.wav;"""Who spoke?"" cried Hatteras.";
opus_datasets/extracted/LibriTTS_R/dev-other\1650\157641\1650_157641_000038_000000.wav;In more fashionable circles the mere possession of a pipe might be looked at askance.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\102353\4570_102353_000014_000006.wav;After some further discussion of the question, the visitors withdrew, dissatisfied with the result of the interview.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\102353\4570_102353_000003_000003.wav;While in Washington, on this visit, I was induced by public considerations to reconsider my determination and accept the office of Secretary of War. The public records of that period will best show how the duties of that office were performed.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\25894\4831_25894_000019_000001.wav;"I like this very much; and now it is not hard.'";
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000013_000000.wav;Opposite the door, on a low couch, lay Bertram, his head bandaged, and his right arm in a sling.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000014_000003.wav;It smacked against the wall at a point several yards from its mark.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000005_000000.wav;"""It's all nonsense, Ned,"" cried Chris, ""for them to think they are staying on account of us.--Hullo, Griggs!";
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000016_000003.wav;She went in the direction of the hounds.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141760\1701_141760_000013_000004.wav;I did not think he would get it to you so quickly....;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\291468\7601_291468_000010_000000.wav;I have heard it observed by a profound adept in human physiology that if a woman waxes fat with the progress of years her tenure of life is somewhat precarious, but if haply she withers as she grows old, she lives for ever.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\141772\1630_141772_000037_000005.wav;"There is nothing certain, nothing at all except the unimportance of everything I understand, and the greatness of something incomprehensible but all important.""";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000029_000003.wav;The girls went for help.;
opus_datasets/extracted/LibriTTS_R/dev-other\6467\94831\6467_94831_000002_000000.wav;"""Oh, I'm going in for study this session,"" answered Tom demurely. And then he winked at Larry on the sly.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000031_000001.wav;A great mass of people assembled.;
opus_datasets/extracted/LibriTTS_R/dev-other\6267\65525\6267_65525_000047_000001.wav;And there was no harbour or glimpse of distant sea visible.;
opus_datasets/extracted/LibriTTS_R/dev-other\6599\38591\6599_38591_000002_000010.wav;"The dauphin, Henry, and his brother Charles, Duke of Orleans, arriving boot and spur from Provence, came up at this moment, shouting likewise, ""Hurrah! for the emperor and the king!"" ""Charles the fifth dropped on his knees,"" says the narrator, and embraced the two young princes affectionately.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000059_000001.wav;With so much water coming on board, it is impossible to open the hatch over the shaft.;
opus_datasets/extracted/LibriTTS_R/dev-other\4570\102353\4570_102353_000015_000001.wav;"I assured the General that this was altogether immaterial, adding that it was ""a very pretty quarrel"" as it stood, and that I had no desire to effect a settlement of it on any inferior issue.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000015_000000.wav;And that night they went to sleep.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000050_000003.wav;I know he is!;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000123_000000.wav;Then she put her head out from behind the door, and began to laugh.;
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000022_000000.wav;This person was so much like a mere shade upon the earth, and the other speaker so much a part of the building, that one would have said the wall was holding a conversation with the snow.;
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000029_000008.wav;His kindness to us was beyond words.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141760\1701_141760_000051_000001.wav;Berg returned, and over the bottle of wine conversation between the three officers became animated.;
opus_datasets/extracted/LibriTTS_R/dev-other\116\288045\116_288045_000039_000000.wav;But my guide placed his hand quickly upon my shoulder, and held me back.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000018_000002.wav;See, they fall upon the page.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\18416\4323_18416_000048_000001.wav;"You may do anything you like, dear. There,"" mopping up her wet little face with his handkerchief, ""now that's a good child; Phronsie, you are not going to cry, of course not. There, do smile a bit; that's my girl now,"" as a faint light stole into Phronsie's eyes.";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000008_000001.wav;"""The liberties of the colony are involved.";
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000014_000002.wav;But in the circumstance of a free range, thousands of cattle, and hundreds of owners, any other method is out of the question.;
opus_datasets/extracted/LibriTTS_R/dev-other\3663\172005\3663_172005_000026_000004.wav;The fording of the river threw the hounds off for a time.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000003_000003.wav;But to lie down and pretend I was dead-I just couldn't.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000014_000005.wav;It seems to me now that happiness can never come again.;
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000038_000002.wav;It was only when the child's round, innocent little face laid itself lovingly against mine that my fortitude gave way.;
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67803\6455_67803_000020_000000.wav;"""mr Burmistone!"" she said: ""mr";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000032_000001.wav;"The face was that of a Russian peasant; a real Moscow mujik, with a flat nose, small, sharp eyes deeply set, sometimes dark and gloomy, sometimes gentle and mild.";
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000042_000000.wav;"""Yes, that's bad,"" repeated Agathya with conviction.";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\138279\1255_138279_000039_000000.wav;"""I walked-some part of the way-the rest by the carriers.""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50962\5849_50962_000042_000000.wav;"""I am,"" replied the sailor.";
opus_datasets/extracted/LibriTTS_R/dev-other\7641\96684\7641_96684_000046_000000.wav;"""This I cannot do,"" said Admetus.";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\172182\3660_172182_000017_000002.wav;And they all said that it would be the fulness of joy and honor to them for Geraint to come and receive their homage.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\29134\4831_29134_000004_000003.wav;"He finally sent the man away at three o'clock one morning; and when he was gone, mr Dilworthy said to himself,";
opus_datasets/extracted/LibriTTS_R/dev-other\2506\11278\2506_11278_000015_000000.wav;'Now, my dear mr;
opus_datasets/extracted/LibriTTS_R/dev-other\7697\245712\7697_245712_000011_000006.wav;But of the natural powers and the body itself man is master not by commanding, but by using them.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\96099\1630_96099_000023_000001.wav;What say you?;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\101622\7601_101622_000018_000001.wav;"It was not enough for them to fight and to die bravely, but cheerfully too; insomuch that they were hissed and cursed if they made any hesitation about receiving their death.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000014_000000.wav;The black shawl having been procured, Anne spread it over the flat and then lay down on the bottom, with closed eyes and hands folded over her breast.;
opus_datasets/extracted/LibriTTS_R/dev-other\4323\55228\4323_55228_000075_000002.wav;I'm going to marry you to morrow.;
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000134_000001.wav;And then to post it.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\291468\7601_291468_000006_000000.wav;It is a source of great delight to the philosophers, in studying the wonderful economy of nature, to trace the mutual dependencies of things-how they are created reciprocally for each other, and how the most noxious and apparently unnecessary animal has its uses.;
opus_datasets/extracted/LibriTTS_R/dev-other\1701\141759\1701_141759_000028_000002.wav;"Let us go to Mamma.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000127_000000.wav;"At that Polly began to have little ""creeps"" as she always called the shivers.";
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000028_000002.wav;It was certainly extremely difficult to be dignified under the circumstances!;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000020_000001.wav;"You ain't fit.""";
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50873\5849_50873_000104_000000.wav;Then, while Charles stood as sentry, he went to the tree and put the charter in the hollow.;
opus_datasets/extracted/LibriTTS_R/dev-other\7601\175351\7601_175351_000005_000000.wav;"""When we've only two months' coal in the hold!"" said Pen.";
opus_datasets/extracted/LibriTTS_R/dev-other\6455\67804\6455_67804_000037_000001.wav;He was not very comfortable.;
opus_datasets/extracted/LibriTTS_R/dev-other\5849\50963\5849_50963_000020_000000.wav;"""But all the same,"" sighed Dorothy, ""I just know you will all be going home before we leave for the city, and I shall just die of loneliness.""";
opus_datasets/extracted/LibriTTS_R/dev-other\1255\90413\1255_90413_000022_000000.wav;'It is rather uncivil.;
opus_datasets/extracted/LibriTTS_R/dev-other\700\122868\700_122868_000041_000006.wav;"We've gone and lost your father's flat, Diana, and I have a presentiment that we'll not be allowed to row on the pond any more.""";
opus_datasets/extracted/LibriTTS_R/dev-other\3660\6517\3660_6517_000041_000003.wav;Even our poor animals will get rest and sleep in spite of the violent motion.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88294\6841_88294_000060_000001.wav;It's all very well to say gratitude, but that don't go with me.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000107_000000.wav;"""Sima, my dear, don't agitate yourself,"" said Sergey Modestovich in a whisper.";
opus_datasets/extracted/LibriTTS_R/dev-other\4570\14911\4570_14911_000009_000010.wav;COLOUR-Any recognised hound colour.;
opus_datasets/extracted/LibriTTS_R/dev-other\6841\88291\6841_88291_000009_000001.wav;"The two ""bull doggers"" immediately pounced upon the victim.";
opus_datasets/extracted/LibriTTS_R/dev-other\6123\59150\6123_59150_000010_000000.wav;In the evening I stopped for the night at a provincial hotel, and a murder had been committed there the night before....;
opus_datasets/extracted/LibriTTS_R/dev-other\1686\142278\1686_142278_000049_000003.wav;At any rate, he has property there, which has very much increased in value since Milton has become such a large manufacturing town.;
opus_datasets/extracted/LibriTTS_R/dev-other\8173\294714\8173_294714_000025_000003.wav;His relative has offered to keep the situation open for a certain time, and the time has not yet expired.;
opus_datasets/extracted/LibriTTS_R/dev-other\8254\84205\8254_84205_000079_000009.wav;It's all settled, gentlemen.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000122_000001.wav;The mother threw herself after the coffin with despairing sobs, but she was held back.;
opus_datasets/extracted/LibriTTS_R/dev-other\5543\27761\5543_27761_000077_000004.wav;She suffered as though committing an evil deed with full consciousness.;
opus_datasets/extracted/LibriTTS_R/dev-other\1630\73710\1630_73710_000007_000012.wav;Do not think of moving to day.;
opus_datasets/extracted/LibriTTS_R/dev-other\8288\274162\8288_274162_000021_000000.wav;"""I never mix myself up in affairs of that kind; you know that very well.""";
opus_datasets/extracted/LibriTTS_R/dev-other\4831\18525\4831_18525_000032_000000.wav;"""They're jealous chaps,"" cried Tom, ""and are vexed because they can't get into the game!";
